Timestamp,university_type,location,academic_year,faculty,major,learning_hours,نوع التطوير اللي بتركز عليه أكتر,interview_readiness,mentor_contact,apps_count,acceptances_count,feedback_frequency,requirements_clarity,market_understanding,perceived_barriers,paid_for_training,events_attended,can_identify_gaps,frustration_sources,wants_skill_report,biggest_challenge,python_lvl,sql_lvl,excel_lvl,stats_lvl,viz_tools,ml_knowledge,projects_count,kaggle_participation,has_portfolio,info_sources,has_python,has_sql,has_excel,has_statistics,has_tableau,has_powerbi,has_any_viz_tool,learning_hours_num,apps_count_num,accept_count_num,events_num,region_category,is_cairo,faculty_category,is_related_major,has_ml,projects_num,has_projects,has_kaggle,has_portfolio_flag,has_mentor,tried_mentor,paid_training_flag,cant_afford,no_value,high_interview_readiness,is_government_univ,is_private_univ,is_national_univ,is_diploma,is_graduate,is_senior
2026-03-10 23:48:28.713,معهد,القاهرة,خريج حديث,هندسة,Communication and electronics ,2–5,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",5,نعم,+25,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,5,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا استطيع تحمل التكلفة",مرة أو مرتين,لا,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,3,3,3,3,"Tableau, Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,True,True,True,3,30,0,1,Cairo/Alex,True,Engineering,1,True,7.0,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False
2026-03-11 00:03:46.045,حكومية,الدقهلية,تانية,حاسبات ومعلومات / علوم الحاسب,General ,أكثر من 10,"كورسات أونلاين, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",5,نعم,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,1,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",أكثر من 3 مرات,لا,عملية تقديم معقدة,جدًا,عدم وجود تدريب أو خبرة عملية,3,1,3,3,"Power BI, Matplotlib, Seaborn",لا,2 – 3 مشاريع,لا,نعم,LinkedIn,True,False,True,True,False,True,True,12,0,0,3,Provinces,False,Tech/CS,0,False,2.5,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False
2026-03-11 00:11:13.495,حكومية,الدقهلية,خريج حديث,حاسبات ومعلومات / علوم الحاسب,IT,أكثر من 10,مشاريع عملية شخصية,5,نعم,0,ولا واحدة,احيانا,واضحة جدًا وعارف أقيس نفسي عليها,3,نقص مهارات تقنية محددة,"لا , لا اري قيمة لذلك",أكثر من 3 مرات,تقريبا,لسه مجربتش اقدم,الي حد ما,عدم وجود تدريب أو خبرة عملية,3,3,2,2,"Tableau, Power BI, Seaborn",نعم,4 – 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,True,True,True,12,0,0,3,Provinces,False,Tech/CS,1,True,4.5,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False
2026-03-11 00:22:42.008,حكومية,الدقهلية,رابعة,حاسبات ومعلومات / علوم الحاسب,Computer science ,5–10,"كورسات أونلاين, تدريب فعلي",5,نعم,+25,3_2,نادرا,واضحة جدًا وعارف أقيس نفسي عليها,4,"منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, عدم التخرج","نعم , اكثر من مرة",لا,نعم بدقة,عدم الرد تمامًا,الي حد ما,مفيش,3,3,3,2,"Tableau, Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,True,True,True,7,30,0,0,Provinces,False,Tech/CS,1,True,7.0,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True
2026-03-11 00:25:53.746,حكومية,الغربية,تالته,تجارة / إدارة أعمال,Bis,2–5,كورسات أونلاين,2,نعم,4_10,اكثر,ابدا,بتختلف من فرصة للتانية,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة","نعم , مرة واحدة",لم تتوفر فرص في منطقتي,تقريبا,عدم الرد تمامًا,جدًا,قلة المشاريع العملية في السيرة الذاتية,2,2,2,3,لم أستخدم أي أداة,لا,2 – 3 مشاريع,نعم,لا,LinkedIn,True,True,True,True,False,False,False,3,0,0,0,Provinces,False,Business,1,False,2.5,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False
2026-03-11 00:27:17.714,حكومية,الغربية,رابعة,علوم,Chemistry/zoology ,أكثر من 10,"تدريب فعلي, بناء CV / LinkedIn",3,نعم,3_1,1,احيانا,واضحة لكن مش عارف أحدد موقفي,3,"نقص خبرة عملية مثبتة, شبكة علاقات محدودة","لا , لا استطيع تحمل التكلفة",أكثر من 3 مرات,تقريبا,عدم الرد تمامًا,الي حد ما,عدم وجود تدريب أو خبرة عملية,1,0,2,3,لم أستخدم أي أداة,لا,لم أنجز أي مشروع بعد,لا,لا,LinkedIn,False,False,True,True,False,False,False,12,0,0,3,Provinces,False,Science,1,False,0.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
2026-03-11 00:37:15.825,حكومية,الإسكندرية,اولي,ذكاء اصطناعي / علوم البيانات,ذكاء اصطناعي ,5–10,"كورسات أونلاين, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",2,لا,3_1,1,ابدا,واضحة لكن مش عارف أحدد موقفي,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, ضعف في عرض نفسي, منافسة عالية جدًا","لا , لا استطيع تحمل التكلفة",مرة أو مرتين,تقريبا,متطلبات كتير ومش واضحة,الي حد ما,ضعف المهارات التقنية المطلوبة,1,1,3,1,Power BI,لا,2 – 3 مشاريع,لا,نعم,LinkedIn,False,False,True,False,False,True,True,7,0,0,1,Cairo/Alex,True,Tech/CS,1,False,2.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2026-03-11 01:07:06.341,حكومية,الدقهلية,رابعة,علوم,Chemistry & Botany,2–5,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,نعم,11_25,اكثر,احيانا,بتختلف من فرصة للتانية,4,قلة توجيه أو عدم وضوح متطلبات السوق,"نعم , اكثر من مرة",أكثر من 3 مرات,تقريبا,متطلبات كتير ومش واضحة,الي حد ما,عدم معرفة متطلبات الوظائف في السوق,2,3,3,3,Power BI,لا,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,3,0,0,3,Provinces,False,Science,1,False,4.5,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True
2026-03-11 01:46:29.160,حكومية,الغربية,رابعة,تجارة / إدارة أعمال,محاسبه ,5–10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",4,نعم,3_1,1,نادرا,واضحة جدًا وعارف أقيس نفسي عليها,4,"نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,عملية تقديم معقدة,الي حد ما,.,1,2,3,3,"Tableau, Power BI",لا,أكثر من 5 مشاريع,لا,نعم,LinkedIn,False,True,True,True,True,True,True,7,0,0,1,Provinces,False,Business,1,False,7.0,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True
2026-03-11 02:05:06.673,حكومية,الدقهلية,تانية,علوم,Computer Science,5–10,"كورسات أونلاين, بناء CV / LinkedIn",3,لا,4_10,ولا واحدة,ابدا,واضحة لكن مش عارف أحدد موقفي,3,"ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية","لا , لا استطيع تحمل التكلفة",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,قلة المشاريع العملية في السيرة الذاتية,2,1,2,3,Power BI,لا,لم أنجز أي مشروع بعد,لا,لا,LinkedIn,True,False,True,True,False,True,True,7,0,0,1,Provinces,False,Science,1,False,0.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2026-03-11 02:31:29.648,حكومية,الغربية,تالته,BIS,Business information systems ,2–5,كورسات أونلاين,3,نعم,3_1,1,ابدا,بتختلف من فرصة للتانية,1,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق","نعم , مرة واحدة",مرة أو مرتين,تقريبا,رفض بدون توضيح سبب,الي حد ما,ضعف المهارات التقنية المطلوبة,0,2,3,2,Power BI,لا,4 – 5 مشاريع,لا,نعم,LinkedIn,False,True,True,True,False,True,True,3,0,0,1,Provinces,False,Business/Tech,1,False,4.5,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False
2026-03-11 03:04:09.566,اهلية/دولية,الدقهلية,تالته,هندسة,CCE,5–10,"تدريب فعلي, بناء CV / LinkedIn",3,نعم,0,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, شبكة علاقات محدودة","نعم , مرة واحدة",مرة أو مرتين,نعم بدقة,عدم الرد تمامًا,الي حد ما,عدم معرفة متطلبات الوظائف في السوق,1,1,1,1,لم أستخدم أي أداة,نعم,لم أنجز أي مشروع بعد,لا,نعم,LinkedIn,False,False,False,False,False,False,False,7,0,0,1,Provinces,False,Engineering,0,True,0.0,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
2026-03-11 03:32:42.444,حكومية,الدقهلية,تالته,حاسبات ومعلومات / علوم الحاسب,Information system ,أكثر من 10,"مشاريع عملية شخصية, مسابقات / أنشطة",3,نعم,11_25,اكثر,احيانا,واضحة جدًا وعارف أقيس نفسي عليها,3,منافسة عالية جدًا,"نعم , مرة واحدة",أكثر من 3 مرات,تقريبا,رفض بدون توضيح سبب,الي حد ما,عدم وجود تدريب أو خبرة عملية,4,3,4,4,Power BI,نعم,أكثر من 5 مشاريع,لا,نعم,أصدقاء/معارف,True,True,True,True,False,True,True,12,0,0,3,Provinces,False,Tech/CS,1,True,7.0,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False
2026-03-11 03:51:53.405,حكومية,المنوفية,تالته,حاسبات ومعلومات / علوم الحاسب,IS,5–10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",5,لا,4_10,3_2,ابدا,واضحة لكن مش عارف أحدد موقفي,4,"قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",مرة أو مرتين,نعم بدقة,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,3,4,4,3,"Tableau, Power BI, Matplotlib, Seaborn",لا,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,True,True,True,7,0,0,1,Provinces,False,Tech/CS,1,False,7.0,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False
2026-03-11 04:58:43.856,حكومية,الدقهلية,تانية,هندسة,Computer & Control Systems,5–10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,حاولت ولم أنجح,0,ولا واحدة,ابدا,واضحة لكن مش عارف أحدد موقفي,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","نعم , مرة واحدة",أكثر من 3 مرات,نعم بدقة,منافسة عالية جدًا,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,1,1,3,3,Power BI,نعم,2 – 3 مشاريع,لا,لا,LinkedIn,False,False,True,True,False,True,True,7,0,0,3,Provinces,False,Engineering,1,True,2.5,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False
